ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Review_age,Review_education,Review_gender,Review_income,Review_political,Review_religious,political_category
hmCmdQLeg59rmTQEQ,621211150_1007963875930475.0,1007963875930480.0,9,1,0,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Desktop,1.0,1.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
uXpeFf4uRzzhbQuwL,621211150_1007963875930475.0,1007963875930480.0,13,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,0.0,0.0,USA,17.0,underHigh,male,15000,0.18,0.71,1
4dT26b4kTff6cwR4g,660858232_873022070080432.0,873022070080432.0,5,1,1,0,0,Fat,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,0.0,0.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
5idqDHxBuGKcb7Qm4,660858232_873022070080432.0,873022070080432.0,2,1,0,0,1,Female,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,1.0,0.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
7SeTzb7Sbfm5KsdhJ,660858232_873022070080432.0,873022070080432.0,13,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Desktop,0.0,1.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
EHddNquAtwu5RzJic,660858232_873022070080432.0,873022070080432.0,7,1,1,0,1,Male,Gender,Gender,Male,Female,0.0,1,0,1,Desktop,0.0,0.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
NWWmsZZXpdBt543P6,660858232_873022070080432.0,873022070080432.0,1,1,1,0,1,High,Social Status,Social Status,High,Low,0.0,1,0,1,Desktop,1.0,0.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
REgwkj9vZMZBbtYAZ,660858232_873022070080432.0,873022070080432.0,3,1,0,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,2,0,0,Desktop,0.0,0.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
bQybHhM4HqteJ9wP2,660858232_873022070080432.0,873022070080432.0,11,1,1,0,0,Pets,Species,Species,Hoomans,Pets,1.0,2,0,1,Desktop,0.0,0.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
eB678ASjnTZYQiAEG,660858232_873022070080432.0,873022070080432.0,10,1,1,0,1,Young,Age,Age,Young,Old,0.0,1,0,1,Desktop,0.0,1.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
ePsBt99W8xahPebpA,660858232_873022070080432.0,873022070080432.0,6,1,0,1,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,3,1,Desktop,0.0,0.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
feGN3PMSn7m4epX2C,660858232_873022070080432.0,873022070080432.0,12,1,0,0,2,Rand,Random,Random,,,,5,3,0,Desktop,0.0,1.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
inBFvjsB4sn3uJsRp,660858232_873022070080432.0,873022070080432.0,4,1,1,0,2,More,Utilitarian,Utilitarian,More,Less,0.0,5,2,0,Desktop,0.0,0.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
vKKBz8n4fm6azvogo,660858232_873022070080432.0,873022070080432.0,8,1,1,0,0,Young,Age,Age,Young,Old,0.0,5,0,1,Desktop,0.0,1.0,BRA,22.0,bachelor,male,under5000,0.17,0.0,1
5Ru6MbuE9Df4qNSPs,676960244_4264612047590121.0,4264612047590120.0,3,1,1,0,1,Low,Social Status,Social Status,High,Low,1.0,3,0,1,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
6d9zAc2q2WoHm5icq,676960244_4264612047590121.0,4264612047590120.0,6,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,2,3,0,Desktop,0.0,0.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
77xt6JmPffo2pzGNv,676960244_4264612047590121.0,4264612047590120.0,8,1,1,0,0,Female,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
9t3xajQeeWRZtyEgC,676960244_4264612047590121.0,4264612047590120.0,1,1,0,1,0,Rand,Random,Random,,,,5,4,1,Desktop,0.0,0.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
Bac6FGF5efQGf7Wkg,676960244_4264612047590121.0,4264612047590120.0,12,1,0,1,0,Old,Age,Age,Young,Old,1.0,5,0,0,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
cAizseYDA99CDC6LM,676960244_4264612047590121.0,4264612047590120.0,7,1,0,0,0,Old,Age,Age,Young,Old,1.0,5,0,0,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
cfjksufzrNnwAT4pm,676960244_4264612047590121.0,4264612047590120.0,2,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
jtTkfRYgK48CrNMP3,676960244_4264612047590121.0,4264612047590120.0,13,1,1,0,2,More,Utilitarian,Utilitarian,More,Less,0.0,5,2,1,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
kYRr4DypXWPdXXDgQ,676960244_4264612047590121.0,4264612047590120.0,9,1,1,0,0,High,Social Status,Social Status,High,Low,0.0,4,0,1,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
pSjbnHnbH9tjxQqPL,676960244_4264612047590121.0,4264612047590120.0,10,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,2,0,1,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
rEJqzTMSmAcJ99Rgp,676960244_4264612047590121.0,4264612047590120.0,11,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1.0,3,0,0,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
wh5shaWzRJyq6nhLs,676960244_4264612047590121.0,4264612047590120.0,5,1,0,0,2,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Desktop,0.0,0.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
z8qXJDQkfEyoKuRdY,676960244_4264612047590121.0,4264612047590120.0,4,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Desktop,0.0,1.0,USA,16.0,underHigh,male,5000,0.18,0.0,1
547vsTeC4DafauMLE,705225856_7386092120408518.0,7386092120408520.0,13,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Desktop,0.0,0.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
6W27zzqS5yYf7wyta,705225856_7386092120408518.0,7386092120408520.0,6,1,0,0,0,Male,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,0.0,0.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
9ruAsYFfgH6WKkWmz,705225856_7386092120408518.0,7386092120408520.0,5,1,0,0,2,Rand,Random,Random,,,,2,3,0,Desktop,0.0,0.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
FZDfBfCich7vyjLyY,705225856_7386092120408518.0,7386092120408520.0,12,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,4,1,Desktop,0.0,1.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
KqxhrX8BpAZJBJaXg,705225856_7386092120408518.0,7386092120408520.0,3,1,0,0,0,Pets,Species,Species,Hoomans,Pets,1.0,5,0,0,Desktop,0.0,1.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
W6Rp6QaMs3zWyTys5,705225856_7386092120408518.0,7386092120408520.0,11,1,1,0,0,Young,Age,Age,Young,Old,0.0,2,0,1,Desktop,0.0,1.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
ZEFCx7Wbqm3Z5Ghhw,705225856_7386092120408518.0,7386092120408520.0,9,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1.0,5,0,1,Desktop,0.0,0.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
aXeABJCreLwEnLcJs,705225856_7386092120408518.0,7386092120408520.0,7,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,0.0,0.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
dJYf7Z4aQvaN3b7zF,705225856_7386092120408518.0,7386092120408520.0,2,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Desktop,0.0,0.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
kh9Nrf8H3NNiSPHZq,705225856_7386092120408518.0,7386092120408520.0,4,1,0,0,0,Young,Age,Age,Young,Old,0.0,2,0,1,Desktop,0.0,0.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
weHfvqWsPyFH5F5wD,705225856_7386092120408518.0,7386092120408520.0,8,1,1,0,2,Fat,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Desktop,0.0,0.0,USA,15.0,underHigh,male,under5000,0.04,0.0,1
DnXNMtM6BEq9kiSNK,717312437_198091391253640.0,198091391253640.0,8,1,0,0,2,Rand,Random,Random,,,,4,1,0,Mobile,0.0,0.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
Gw4KmvKLvRYXmFnan,717312437_198091391253640.0,198091391253640.0,10,1,1,0,0,Old,Age,Age,Young,Old,1.0,3,0,0,Mobile,0.0,1.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
XCNfnKhpF5CcDKxmF,717312437_198091391253640.0,198091391253640.0,7,1,1,0,0,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Mobile,0.0,1.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
ZGot7Yvt64699w2Wk,717312437_198091391253640.0,198091391253640.0,9,1,1,0,0,Fit,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Mobile,0.0,1.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
ffnWNL3GvzaKySe2L,717312437_198091391253640.0,198091391253640.0,2,1,1,0,0,Female,Gender,Gender,Male,Female,1.0,3,0,1,Mobile,0.0,1.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
hhgAhjJvAGRbNF33r,717312437_198091391253640.0,198091391253640.0,1,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,1,0,0,Mobile,0.0,0.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
iD5M9R7okryJnQjgD,717312437_198091391253640.0,198091391253640.0,11,1,0,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,2,3,1,Mobile,0.0,1.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
sNKcAa9mwENp5oaiR,717312437_198091391253640.0,198091391253640.0,13,1,1,0,2,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Mobile,0.0,0.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
t7x56NL6mTB4fcH3M,717312437_198091391253640.0,198091391253640.0,12,1,1,0,1,Old,Age,Age,Young,Old,1.0,1,0,0,Mobile,0.0,0.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
vk6pazP7Pwz3wKtYW,717312437_198091391253640.0,198091391253640.0,4,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,4,0,1,Mobile,0.0,0.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
xTZdwgY5ATuXFJKfm,717312437_198091391253640.0,198091391253640.0,5,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0.0,5,4,1,Mobile,0.0,1.0,USA,29.0,bachelor,male,35000,0.06,0.13,1
5BtJjfThcebCu7Qzd,737739719_7823807084741516.0,7823807084741520.0,1,1,1,0,1,Hoomans,Species,Species,Hoomans,Pets,0.0,4,0,1,Mobile,1.0,0.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
7zkpA5GWYeRcN6ki8,737739719_7823807084741516.0,7823807084741520.0,7,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0.0,2,0,1,Mobile,1.0,0.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
Bfp6XrKEA6DMD9YBH,737739719_7823807084741516.0,7823807084741520.0,6,1,0,1,0,Low,Social Status,Social Status,High,Low,1.0,1,0,1,Mobile,0.0,1.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
CCAq4FbNhP3EJC2uY,737739719_7823807084741516.0,7823807084741520.0,12,1,1,0,0,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Mobile,1.0,1.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
DSBmSp4Ws6rWHmQ8g,737739719_7823807084741516.0,7823807084741520.0,9,1,1,0,0,Female,Gender,Gender,Male,Female,1.0,2,0,0,Mobile,1.0,0.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
FBPEiCnS5ASWPWTtQ,737739719_7823807084741516.0,7823807084741520.0,11,1,0,0,1,Young,Age,Age,Young,Old,0.0,3,0,1,Mobile,1.0,1.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
GXWx5bDGAqzJ5mDny,737739719_7823807084741516.0,7823807084741520.0,8,1,0,1,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,1,1,Mobile,1.0,1.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
QmxeAtn6ZjJyFEL5B,737739719_7823807084741516.0,7823807084741520.0,5,1,0,0,0,Old,Age,Age,Young,Old,1.0,2,0,0,Mobile,1.0,0.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
SKGBtDY99thQHKPj9,737739719_7823807084741516.0,7823807084741520.0,10,1,0,0,0,High,Social Status,Social Status,High,Low,0.0,2,0,1,Mobile,1.0,0.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
bQDKnaetFT5QbFdEn,737739719_7823807084741516.0,7823807084741520.0,3,1,1,0,2,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Mobile,0.0,0.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
mWLM8PayJEMFfw8D2,737739719_7823807084741516.0,7823807084741520.0,4,1,1,0,2,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Mobile,1.0,1.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
rEw66hgqS5eaZYuYt,737739719_7823807084741516.0,7823807084741520.0,13,1,0,0,1,Rand,Random,Random,,,,5,2,1,Mobile,1.0,0.0,GBR,13.0,underHigh,male,under5000,0.2,0.0,1
4fugauips4p49E9wf,788179357_9122060020768674.0,9122060020768680.0,9,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,1.0,1.0,USA,19.0,college,male,under5000,0.14,0.71,1
ECuSby8Mw9hvNb6m8,788179357_9122060020768674.0,9122060020768680.0,8,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1.0,3,0,0,Desktop,1.0,0.0,USA,19.0,college,male,under5000,0.14,0.71,1
JnaXBhrneT2oGWzNp,788179357_9122060020768674.0,9122060020768680.0,3,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,4,0,1,Desktop,1.0,0.0,USA,19.0,college,male,under5000,0.14,0.71,1
PivXyMGhkEJiGaTqq,788179357_9122060020768674.0,9122060020768680.0,4,1,0,0,0,Young,Age,Age,Young,Old,0.0,4,0,1,Desktop,1.0,0.0,USA,19.0,college,male,under5000,0.14,0.71,1
T7NraDmm8gF8mGNvo,788179357_9122060020768674.0,9122060020768680.0,2,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,3,0,1,Desktop,1.0,0.0,USA,19.0,college,male,under5000,0.14,0.71,1
asD64wxMht8bgne6o,788179357_9122060020768674.0,9122060020768680.0,5,1,1,0,0,More,Utilitarian,Utilitarian,More,Less,0.0,5,1,1,Desktop,1.0,0.0,USA,19.0,college,male,under5000,0.14,0.71,1
bu8gBACvBngZoogwf,788179357_9122060020768674.0,9122060020768680.0,12,1,1,0,2,Less,Utilitarian,Utilitarian,More,Less,1.0,1,4,0,Desktop,1.0,1.0,USA,19.0,college,male,under5000,0.14,0.71,1
cF56CarZMnpGNdsJG,788179357_9122060020768674.0,9122060020768680.0,13,1,0,1,0,Rand,Random,Random,,,,3,2,1,Desktop,1.0,1.0,USA,19.0,college,male,under5000,0.14,0.71,1
hd26k44eDQCK2bbtg,788179357_9122060020768674.0,9122060020768680.0,1,1,1,0,2,Hoomans,Species,Species,Hoomans,Pets,0.0,1,0,1,Desktop,1.0,0.0,USA,19.0,college,male,under5000,0.14,0.71,1
qXWsvXREmeyhbckPH,788179357_9122060020768674.0,9122060020768680.0,6,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,1.0,1.0,USA,19.0,college,male,under5000,0.14,0.71,1
wyrSDHHxXrv3xmkTj,788179357_9122060020768674.0,9122060020768680.0,10,1,1,0,0,Young,Age,Age,Young,Old,0.0,4,0,1,Desktop,1.0,1.0,USA,19.0,college,male,under5000,0.14,0.71,1
2Kz5zDqnaiHaRiY4H,876622129_7733686360163026.0,7733686360163030.0,10,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,3,0,0,Desktop,1.0,1.0,DEU,34.0,graduate,female,35000,0.18,0.0,1
5BddhvJesvneGXosX,876622129_7733686360163026.0,7733686360163030.0,5,1,0,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,2,0,1,Desktop,1.0,1.0,DEU,34.0,graduate,female,35000,0.18,0.0,1
F5WjsijifWES3CKhn,876622129_7733686360163026.0,7733686360163030.0,11,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1.0,4,1,0,Desktop,1.0,0.0,DEU,34.0,graduate,female,35000,0.18,0.0,1
LNKqQ5fJxeQ57bKiq,876622129_7733686360163026.0,7733686360163030.0,9,1,1,0,1,Rand,Random,Random,,,,1,0,1,Desktop,1.0,0.0,DEU,34.0,graduate,female,35000,0.18,0.0,1
LrmjSconQbyupP4o3,876622129_7733686360163026.0,7733686360163030.0,7,1,1,0,1,Fat,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Desktop,1.0,0.0,DEU,34.0,graduate,female,35000,0.18,0.0,1
QvEpMiPdnkam5Lttw,876622129_7733686360163026.0,7733686360163030.0,2,1,1,0,2,Young,Age,Age,Young,Old,0.0,2,0,0,Desktop,1.0,1.0,DEU,34.0,graduate,female,35000,0.18,0.0,1
cHd6p36nsNwPYioH7,876622129_7733686360163026.0,7733686360163030.0,13,1,1,0,2,More,Utilitarian,Utilitarian,More,Less,0.0,5,2,1,Desktop,1.0,1.0,DEU,34.0,graduate,female,35000,0.18,0.0,1
me8e23spJn3eGLciF,876622129_7733686360163026.0,7733686360163030.0,4,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1.0,2,0,0,Desktop,1.0,0.0,DEU,34.0,graduate,female,35000,0.18,0.0,1
2Xmv3egpv3ZP6hPHj,876790090_2916233479020615.0,2916233479020620.0,1,1,1,0,0,High,Social Status,Social Status,High,Low,0.0,3,0,1,Desktop,1.0,0.0,CAN,22.0,high,male,10000,0.12,0.0,1
3FaBZjhYwLCXRapHy,876790090_2916233479020615.0,2916233479020620.0,7,1,1,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Desktop,1.0,0.0,CAN,22.0,high,male,10000,0.12,0.0,1
4oAFuaZSJmHe9Q6XA,876790090_2916233479020615.0,2916233479020620.0,5,1,1,0,2,Male,Gender,Gender,Male,Female,0.0,1,0,0,Desktop,1.0,1.0,CAN,22.0,high,male,10000,0.12,0.0,1
8PgzcsLBE9fTgrJiT,876790090_2916233479020615.0,2916233479020620.0,12,1,0,0,0,Fit,Fitness,Fitness,Fit,Fat,0.0,4,0,0,Desktop,1.0,0.0,CAN,22.0,high,male,10000,0.12,0.0,1
BqiApFSDEcrzHr3nw,876790090_2916233479020615.0,2916233479020620.0,13,1,0,0,0,Less,Utilitarian,Utilitarian,More,Less,1.0,2,3,0,Desktop,1.0,1.0,CAN,22.0,high,male,10000,0.12,0.0,1
DSXrxzHwt7h7dxohx,876790090_2916233479020615.0,2916233479020620.0,4,1,0,0,2,Less,Random,Utilitarian,More,Less,1.0,1,4,0,Desktop,1.0,1.0,CAN,22.0,high,male,10000,0.12,0.0,1
amuGRr67FzTXfjHKe,876790090_2916233479020615.0,2916233479020620.0,6,1,0,0,0,Male,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,1.0,0.0,CAN,22.0,high,male,10000,0.12,0.0,1
atzX3NNyohqtZCo8t,876790090_2916233479020615.0,2916233479020620.0,2,1,1,0,0,Hoomans,Species,Species,Hoomans,Pets,0.0,5,0,1,Desktop,0.0,0.0,CAN,22.0,high,male,10000,0.12,0.0,1
cMTZF8w3EmJtb4dfp,876790090_2916233479020615.0,2916233479020620.0,8,1,0,0,0,Old,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,1.0,CAN,22.0,high,male,10000,0.12,0.0,1
ieMFsDri7GxeSKLNk,876790090_2916233479020615.0,2916233479020620.0,11,1,0,0,0,Pets,Species,Species,Hoomans,Pets,1.0,1,0,0,Desktop,1.0,0.0,CAN,22.0,high,male,10000,0.12,0.0,1
jmGtuzNadTrBNYW4s,876790090_2916233479020615.0,2916233479020620.0,3,1,1,0,1,Fit,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,1.0,0.0,CAN,22.0,high,male,10000,0.12,0.0,1
rNrfgpb4yFpG4M4X4,876790090_2916233479020615.0,2916233479020620.0,9,1,0,1,0,High,Social Status,Social Status,High,Low,0.0,4,0,1,Desktop,1.0,1.0,CAN,22.0,high,male,10000,0.12,0.0,1
vbBRNs2qn9pdzNAmy,876790090_2916233479020615.0,2916233479020620.0,10,1,1,0,0,Old,Age,Age,Young,Old,1.0,5,0,0,Desktop,1.0,1.0,CAN,22.0,high,male,10000,0.12,0.0,1
7sn2ANTSu8m5fnKpE,888153880_2169263480988672.0,2169263480988670.0,4,1,1,0,1,More,Utilitarian,Utilitarian,More,Less,0.0,5,3,1,Mobile,0.0,0.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
9wjvCGGiJTipxkmsx,888153880_2169263480988672.0,2169263480988670.0,9,1,0,0,0,Rand,Random,Random,,,,3,1,0,Mobile,0.0,1.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
BT42P2oshBsioG59w,888153880_2169263480988672.0,2169263480988670.0,12,1,0,1,0,Fit,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Mobile,0.0,1.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
D4GMDsoXjLCXsp2bq,888153880_2169263480988672.0,2169263480988670.0,11,1,0,1,0,Female,Gender,Gender,Male,Female,1.0,4,0,0,Mobile,0.0,0.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
QF6r5nPKdTbjPRSDS,888153880_2169263480988672.0,2169263480988670.0,6,1,1,0,0,Young,Age,Age,Young,Old,0.0,4,0,1,Mobile,0.0,1.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
ToquSJcHN7Gs2aha7,888153880_2169263480988672.0,2169263480988670.0,3,1,0,1,0,Rand,Fitness,Random,,,,1,0,1,Mobile,0.0,1.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
W8hdNc3Xn8r92wFzF,888153880_2169263480988672.0,2169263480988670.0,1,1,1,0,1,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Mobile,0.0,0.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
bqyJtCERDm5GtkRhq,888153880_2169263480988672.0,2169263480988670.0,5,1,0,1,0,Pets,Species,Species,Hoomans,Pets,1.0,4,0,1,Mobile,0.0,1.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
g9aFYEjWb2uECP9kL,888153880_2169263480988672.0,2169263480988670.0,10,1,0,0,1,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Mobile,0.0,0.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
pKnnhhANG8pCwXSJP,888153880_2169263480988672.0,2169263480988670.0,13,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,3,0,1,Mobile,0.0,1.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
w4ftB5Mvphec3CCKQ,888153880_2169263480988672.0,2169263480988670.0,8,1,0,1,0,Old,Age,Age,Young,Old,1.0,4,0,0,Mobile,0.0,0.0,BRA,16.0,vocational,default,25000,0.08,0.6,1
AcqaM999kMbWGzKPQ,936914378_8624855471271453.0,8624855471271450.0,4,1,1,0,2,Less,Utilitarian,Utilitarian,More,Less,1.0,3,2,0,Desktop,1.0,0.0,USA,34.0,graduate,male,50000,0.19,0.87,1
EcuC7Bzhe6CLL8N5T,936914378_8624855471271453.0,8624855471271450.0,7,1,0,1,0,Young,Age,Age,Young,Old,0.0,3,0,0,Desktop,0.0,1.0,USA,34.0,graduate,male,50000,0.19,0.87,1
Ggr8ZsAMsRSa6SCpe,936914378_8624855471271453.0,8624855471271450.0,3,1,0,1,0,Rand,Fitness,Random,,,,1,0,0,Desktop,0.0,0.0,USA,34.0,graduate,male,50000,0.19,0.87,1
NEbS99wvAdjdd6yyR,936914378_8624855471271453.0,8624855471271450.0,9,1,0,1,0,Less,Utilitarian,Utilitarian,More,Less,1.0,4,1,0,Desktop,1.0,1.0,USA,34.0,graduate,male,50000,0.19,0.87,1
PqrTBnHnoac9MwNeP,936914378_8624855471271453.0,8624855471271450.0,11,1,0,1,0,Rand,Random,Random,,,,2,1,1,Desktop,1.0,0.0,USA,34.0,graduate,male,50000,0.19,0.87,1
RmazoTDWzJRunzwxM,936914378_8624855471271453.0,8624855471271450.0,2,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,1,0,1,Desktop,0.0,0.0,USA,34.0,graduate,male,50000,0.19,0.87,1
d4HSrzk73cbjsjtci,936914378_8624855471271453.0,8624855471271450.0,13,1,0,1,0,Fat,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Desktop,1.0,1.0,USA,34.0,graduate,male,50000,0.19,0.87,1
iaPvjiRk5QY8KGSvt,936914378_8624855471271453.0,8624855471271450.0,8,1,1,0,2,Hoomans,Species,Species,Hoomans,Pets,0.0,2,0,1,Desktop,1.0,1.0,USA,34.0,graduate,male,50000,0.19,0.87,1
mdvnxY2QWTaxdCqbY,936914378_8624855471271453.0,8624855471271450.0,5,1,1,0,1,Low,Social Status,Social Status,High,Low,1.0,3,0,1,Desktop,1.0,1.0,USA,34.0,graduate,male,50000,0.19,0.87,1
qxofchgtrq5kpf9wC,936914378_8624855471271453.0,8624855471271450.0,1,1,1,0,1,Pets,Species,Species,Hoomans,Pets,1.0,4,0,0,Desktop,0.0,0.0,USA,34.0,graduate,male,50000,0.19,0.87,1
tessk7y6WQKCvm2vj,936914378_8624855471271453.0,8624855471271450.0,12,1,0,1,0,Male,Gender,Gender,Male,Female,0.0,4,0,0,Desktop,1.0,0.0,USA,34.0,graduate,male,50000,0.19,0.87,1
zBymgEELRSA3wbM2s,936914378_8624855471271453.0,8624855471271450.0,6,1,1,0,1,Old,Age,Age,Young,Old,1.0,3,0,0,Desktop,1.0,1.0,USA,34.0,graduate,male,50000,0.19,0.87,1
HNbtaG6dne4vGkxbY,941460831_3767742102180649.0,3767742102180650.0,8,1,0,0,2,Old,Age,Age,Young,Old,1.0,5,0,0,Desktop,0.0,0.0,USA,17.0,underHigh,male,default,0.19,0.73,1
KbXJNb5C4YsYWWsp7,941460831_3767742102180649.0,3767742102180650.0,4,1,0,0,0,Pets,Species,Species,Hoomans,Pets,1.0,5,0,0,Desktop,1.0,0.0,USA,17.0,underHigh,male,default,0.19,0.73,1
